__typename,advice,cons,countHelpful,employer,employerResponses,featured,hasEmployerResponse,isCurrentJob,jobTitle,lengthOfEmployment,location,pros,ratingBusinessOutlook,ratingCareerOpportunities,ratingCeo,ratingCompensationAndBenefits,ratingCultureAndValues,ratingDiversityAndInclusion,ratingOverall,ratingRecommendToFriend,ratingSeniorLeadership,ratingWorkLifeBalance,reviewDateTime,reviewId,summary
EmployerReviewRG,"LEAVE!!!!!!, you are not capable to run an airline!!!!!!!! All your pilots and ground crew hate this management!","The management doesn't know anything about aviation. They have a vertical management policy from the ""general manager"", he doesn't listen to his more senior pilots and he barely knows what an airplane is, as well he is ALWAYS in copy in every internal email... The ""General Manager"" only does fancy Excel sheets The salary rate is 1 USD = 13.500 IND rupiah (Check how is the real USD rate in Indonesia) To get your annual leave is a mission impossible Safety culture is downgraded to save and gain money The Chief Pilot is a company Man who threats his pilots with written and verbal warnings Management is disrespectful to its employees, (especially to its pilots)even though they schedule pilots in training to clean the toilets and the garden on the main base in Pangandaran Since this management is in charge of the airline, accidents, and incidents rose exponentially They believe they are the last coca cola from the desert and that every pilot wants to join Susi Air, Sorry to say is not 2020 anymore and every company in the world is hiring pilots!! All the pilots in that company are looking for new opportunities to leave the company due to this management",10,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,True,{'text': 'Captain'},4,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","Pilot community, good flying, you build your flight hours super quickly!",NEGATIVE,2.0,,1.0,1,2,1,NEGATIVE,1.0,2.0,2023-05-11T04:08:34.630,76326527,If you are a pilot run as far as you can from this company! Your life will be in danger if you join susi air
EmployerReviewRG,,its hard to find some stuff here,0,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,True,{'text': 'Staff'},0,,work in good city because u can go to the beach after workhours,,0.0,,0.0,0,0,3,,0.0,0.0,2024-03-21T18:54:34.503,85588319,depends of the person
EmployerReviewRG,"Look back in time at around 2011-2017. These were the golden years, try better to replicate this. Give some pay rises, treat your staff better (especially the ground staff). Fix your planes properly!!! and get them in an actual airworthy condition. Lower your lifestyle costs, stop living like kings whilst your peasants suffer.","Just like the rest of these reviews there are many negatives, management being the main one. The management very much views running the company in a totalitarianistic manner, and advice from senior members of the company is often overridden. -Maintanence has taken a turn for the worse with the fleet comprising of frankenstein planes where pieces are just swapped between aircraft to keep them ""airworthy"". Planes almost always come out of maintanence with the same problems that they enter maintanence with, looking back through the history of these aircraft you will see the same problems reported time and time again. -Holidays and any time off is a mission with management wanting to know your exact location when you travel. Ideally they want everyone to stay in Jakarta or Bali during their time off rather than letting us do as we please. - There has not been a pay rise since 2009, inflation is a real thing and it's more difficult than ever before to live with a salary from 15 years ago. Unfair exchange rates paid in rupiah mean you lose a significant amount of salary each month. -Unfair progression, when you join susi air many of your peers will progress very quickly whilst others are held back and it really seems based on favouritism. I have watched time and time again with management getting a vendetta against someone and doing anything they can to get them fired, even from things that happened years and years ago. -One of our pilots who has been kidnapped for over 8 months at this point, has had minimal effort from the company to do anything to rescue him. All information about what they are doing or his condition has ceased for the last 5 months and any updates about him are received from the news. -Recently one of our aircraft was shot at when going to a remote strip, the first question was ""is the plane ok?"". I guess pilots are replaceable but planes are not.",8,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,True,{'text': 'Pilot'},4,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","-Great flying with interesting destinations -Quickly build flying hours as schedules are typically very busy -Great crew, and many people to share the experience with, you will make some life long friends.",NEGATIVE,3.0,,1.0,2,1,2,NEGATIVE,1.0,3.0,2023-10-18T04:16:27.177,81044343,"It's not what it used to be, just fly for another company it's not worth your safety."
EmployerReviewRG,,"Low salary compared to other, long duty time, miss communication happen a lot between the operation and management",3,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,{'text': 'First Officer'},1,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","Mountain Flying, multicultural environment, strict SOP",NEGATIVE,3.0,,2.0,5,5,3,NEGATIVE,3.0,4.0,2023-11-06T20:06:06.783,81598312,First Officer/copilot
EmployerReviewRG,,Working in very remote areas,2,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,{'text': 'Captain'},4,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","Good life style, good holiday",POSITIVE,5.0,,4.0,3,5,4,POSITIVE,5.0,5.0,2023-10-25T04:13:35.370,81247522,Salary
EmployerReviewRG,"you are playing with fire, one day (you) they will burn","They are not safety minded with maintenance practices outside of the rules. They request under the table money from some ex-employees to clear their working visas and licenses and after that they might be free to work for others operators, if they don't pay, the management will block any chance to work for any other Indonesian aviation company. A little bit slanderous. Labor exploitation, especially with the Indonesian nationals. The ""kids"" in charge of the management are playing with others lives.",8,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,"{'text': 'Pilot, First Officer'}",2,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}",Incredible places to fly In general very good coworkers A Life adventure as a pilot with many great flying memories,NEGATIVE,1.0,,1.0,1,1,1,NEGATIVE,1.0,1.0,2023-05-12T12:52:51.623,76379291,"Came true and now it is the ""Worst place to be a pilot"" with the new french Director"
EmployerReviewRG,,"Salary doesnâ€™t follow your contract, company uses their own rate for dollar to rupiah which makes you lose 7-10% every month Maintenance is understaffed with aircraft being released online without proper maintenance program performed. Aged aicraft Management is incredibly dishonest, arbitrarily changing clauses on your contract without notice Complete lack of business knowledge by any of the management, no spare parts available, skeleton crew in operations maintenance and ground handling. Since new management effectively started to run the company there has been 2 major accidents which hadnâ€™t happened in the last 7 years just to picture the complete unprofessional culture they are developing",6,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,{'text': 'Pilot'},0,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","Flight experience, although standards are sinking",,1.0,,1.0,1,1,1,,1.0,1.0,2023-06-08T17:55:28.090,77208965,Most unprofessional corrupt institution in aviation industry
EmployerReviewRG,,"Untrustworthy management compromised of ""yes people"" with very little regard for safety and regulations. Poor maintenance on the aircraft.",3,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,{'text': 'Pilot'},0,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","Met great people on the field, training standards where good, the flying was fun.",NEUTRAL,3.0,,2.0,1,3,2,NEGATIVE,1.0,2.0,2023-09-02T23:39:22.353,79720308,Stay away
EmployerReviewRG,Pay close attention to your staff. Show better leadership skills.,"Management. Run by a French guy no aviation background, no professionalism. Staff are treated horribly. Since the hostage situation we are still forced to fly in the highlands of Papua, considering the shootings that regularly happen. Daily rate is paid at a low exchange rate which not been changed for years. Many pilots are not happy and are resigning",8,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,True,{'text': 'Captain'},0,,Valuable flying experience. Lots of hour building. Good holidays.,NEUTRAL,1.0,,1.0,1,1,1,NEGATIVE,1.0,2.0,2023-07-22T08:41:33.487,78484115,Worst time to be flying in the company
EmployerReviewRG,"please hear your pilots, look where are you standing... you already had two Porter Pilatus plane crashes and nothing has been done.","After reading the last two posts from colleagues flying in susi air while they are looking for a new job, I encourage myself to write a report here because the management corrupted the safety department. Lately, someone made a safety report anonymously because he feared the consequences from the management, and the French general manager together with the Spanish operations manager forced the safety manager to give the name of the pilot who submitted the report. I have been in susi air for a couple of years and changed a lot. New management arrived in 2020 with an iron hand giving no-sense orders that cost a lot of money to the company, they are compromising the safety of the flight forcing pilots to fly above 100 hours per month. The Engineers are leaving susi air because of the maintenance manager, by the way, he doesnâ€™t have any license so he forces other engineers to sign the maintenance logbooks of the planes. A pilot was kidnapped and the management doesnâ€™t even care about him, they just give a nonsense report saying that they are doing all they can to rescue him. It has been already more than 3 months and nothing is being done. The last salary increase was in 2009, we are getting paid in Indonesian rupiah at an unfair rate established by the company, As well regarding payments we are getting paid in two different bank accounts to evade taxes to the Indonesian government, we do not have health insurance (the company on this topic says that susi air can pay all the medical costs in case you are injured but only during work). New pilots are bonded with 4000 USD, and they are scheduled to clean toilets and the garden at the main base. The building where the trainees are staying looks more like a refugee camp than a compound, there is no hot water and they force you to share rooms and toilets in unhealthy conditions. If you are a pilot with low hours looking for a job do not come here! Safety is compromised, and your life is in danger on every flight due to, they will force you to fly in bad weather conditions, in planes fixed with duct tape with altered maintenance logbooks, they will force you to fly above your hoursâ€™ limitations, and you will be scheduled in dodgy places like Papua where there is a war between Papuans and the Indonesian government.",10,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,True,{'text': 'Captain'},6,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","Pilot community, we help each other in this horrible company",NEGATIVE,1.0,,1.0,1,1,1,NEGATIVE,1.0,1.0,2023-06-03T06:48:29.563,77039815,Do not risk your life and go to other operator!!! Susi Air is not what it used to be!
EmployerReviewRG,Change the management,Seeing the maintenance manager again,1,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,{'text': 'Aircraft Engineer'},0,,Didn't get to see the Maintenance manger alot,NEGATIVE,1.0,,1.0,1,1,3,NEGATIVE,1.0,1.0,2023-08-14T04:19:54.500,79119848,Good till the New maintenance Manager took over for the worst
EmployerReviewRG,,They pay a Low salary,2,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,{'text': 'Machine Operator'},4,"{'id': 2545689, 'name': 'La Llagosta', 'type': 'CITY'}",Working 8 hours is ok,,0.0,,0.0,0,0,3,,0.0,0.0,2023-07-18T11:22:03.047,78363397,Sin mÃ¡s
EmployerReviewRG,N/A,May need to work in remote areas,1,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,True,{'text': 'First officer C208B '},2,"{'id': 2697931, 'name': 'Manokwari', 'type': 'CITY'}","Great experience especially in papua, with mountain flying. Improves your decision making skills and situational awareness. Great roster, get to travel a lot.",POSITIVE,5.0,,5.0,5,5,5,POSITIVE,5.0,5.0,2023-06-06T03:27:45.083,77108897,Great company
EmployerReviewRG,,The Management: you have to watch your back and be aware that it is like a sort of Game of Thrones once you get some seniority.,5,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,{'text': 'Pilot'},0,,"People, environment, and one of the best flying a pilot could experience.",NEUTRAL,4.0,,3.0,2,4,2,NEGATIVE,1.0,4.0,2023-01-12T11:42:34.963,72568941,"Amazing flying and life experience, poor management."
EmployerReviewRG,,"holidays are not clear, some rights are not provided",1,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,{'text': 'District Manager'},4,,"International working environment, mobile working",NEUTRAL,4.0,,3.0,4,5,4,POSITIVE,3.0,2.0,2023-03-10T19:55:50.427,74406472,good experience and mobility
EmployerReviewRG,Pay raise,Lack of long term growth,5,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,{'text': 'Airline Pilot'},2,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","1,300 usd a month. With a small apartment and basic expat package that looks fancy to local girls but does nothing for long term growth.",NEGATIVE,2.0,,1.0,2,2,1,NEGATIVE,2.0,4.0,2022-08-20T15:01:47.737,68144810,Low Pay Dangerous  Situations
EmployerReviewRG,,Improve the managerial system will make better,0,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,{'text': 'Management Trainee'},1,"{'id': 2696716, 'name': 'Pangandaran', 'type': 'CITY'}","Nice coworker, great place and ambience",NEGATIVE,3.0,,3.0,3,3,3,POSITIVE,3.0,3.0,2022-04-22T10:03:11.967,63142804,Exciting and adventurous
EmployerReviewRG,leave! and let someone else with less ego and more competence take over and run this company.,"airplanes are getting old, maintenance struggles to keep the fleet running, late payments, unreliable backup for safe operations, management is not competent, appointed just to say yes to the CEO's vertical orders. cutting costs on every single aspect, you name it. contracts are not honored, they can just to exactly what they want and impose revisions unilaterally with little or zero advance or explanations. if you accept it ok otherwise you are welcome to leave, senior or not does not make any difference, the main component is how much you  please the ""management"" and  be a good boy.",3,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,,9,,Indonesia is a beautiful Country.,POSITIVE,2.0,,1.0,1,0,1,NEGATIVE,1.0,1.0,2020-09-13T01:01:13.703,35893245,it is NOT (anymore) a place i would recommend.
EmployerReviewRG,Invest on safety and training.,The company safety culture kept getting worse every year.,1,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,{'text': 'Pilot'},4,"{'id': 2793618, 'name': 'Medan, North Sumatra', 'type': 'CITY'}",It was a great first experience from which I have learned a lot.,NEGATIVE,5.0,,5.0,1,5,3,POSITIVE,1.0,2.0,2020-10-01T01:44:47.207,36571138,A good starting job
EmployerReviewRG,,the management are a bit confusing,1,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,,0,"{'id': 2748617, 'name': 'Bogor, West Java', 'type': 'CITY'}",You're not going to only learn 'Office thing',NEUTRAL,2.0,,2.0,3,3,3,NEGATIVE,2.0,2.0,2021-11-30T21:40:24.380,56067022,Best Place to honed your adaptable skill
EmployerReviewRG,,an off day isn't irregular,0,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,{'text': 'Operations'},1,"{'id': 2696716, 'name': 'Pangandaran', 'type': 'CITY'}",provide meals thrice a day and accommodation,NEUTRAL,2.0,,2.0,2,3,2,NEGATIVE,2.0,2.0,2021-02-17T05:54:14.397,42625570,growing family business
EmployerReviewRG,,Overworked. Full time job feels like freelance job due to pay change to daily rates.,2,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,False,{'text': 'Pilot'},4,"{'id': 2709872, 'name': 'Jakarta', 'type': 'CITY'}","Good colleagues, positive vibes on the field",NEUTRAL,1.0,,1.0,5,5,1,NEGATIVE,1.0,2.0,2022-03-28T01:06:39.150,61860324,Good way to travel throughout Indonesia
EmployerReviewRG,treat people well,"terrible new management, over worked, not treating employees well",2,"{'id': 545277, 'shortName': 'Susi Air', 'squareLogoUrl': 'https://media.glassdoor.com/sql/545277/susi-air-squarelogo-1585309224851.png'}",[],False,False,True,{'text': 'Captain'},0,,"adventure, awesome places to fly to",NEUTRAL,4.0,,2.0,3,2,1,,1.0,2.0,2022-03-24T18:24:00.417,61736713,overall
